"GEOID","population_25_years_and_over","population_25_years_and_overless_than_9th_grade","population_25_years_and_over9th_to_12th_grade_no_diploma","population_25_years_and_overhigh_school_graduate_includes_equivalency","population_25_years_and_oversome_college_no_degree","population_25_years_and_overassociates_degree","population_25_years_and_overbachelors_degree","population_25_years_and_overgraduate_or_professional_degree","population_25_years_and_overhigh_school_graduate_or_higher","population_25_years_and_overbachelors_degree_or_higher","SHAPE_Length","SHAPE_Area"
"36099",24507,1295,2443,8166,4084,3259,3067,2193,20769,5260,1.65998271442267,0.111249880841505
"36089",71971,3050,5153,25640,12332,8834,8628,8334,63768,16962,3.79773619858199,0.826583676664721
"36101",66770,1920,3739,23375,10993,9734,8469,8540,61111,17009,2.72069956135373,0.396839083199785
"36103",1064835,51964,50340,274855,176907,102869,221164,186736,962531,407900,5.10990211144588,0.319038532258787
"36105",55324,3005,4394,17906,9388,5679,8526,6426,47925,14952,2.71980417226793,0.27928024670961
"36107",34740,688,1849,12438,6044,4753,5461,3507,32203,8968,2.0582855501707,0.147562533007038
"36109",62148,1138,1997,10847,7900,5918,15060,19288,59013,34348,1.8636040489601,0.139314100160498
"36111",133449,3306,8146,37702,24403,13880,24741,21271,121997,46012,2.92672561435131,0.326089315787497
"36113",49287,1186,2997,13854,8909,6050,8399,7892,45104,16291,2.73320841473082,0.268800131898002
"36115",45104,1725,3383,17596,8126,4988,5403,3883,39996,9286,2.86004731168973,0.243083408156977
"36117",65000,2248,4033,21139,13074,8621,9671,6214,58719,15885,1.95334470508375,0.175530644311212
"36119",693253,39209,38077,127801,91236,45801,172540,178589,615967,351129,1.92516134723173,0.132613994702773
"36121",29604,947,2485,11187,5521,4103,3300,2061,26172,5361,1.89040343374608,0.169689696390503
"36123",16550,1664,622,5693,2800,1721,2341,1709,14264,4050,1.50975915291671,0.106809202950499
"37001",113559,5624,8329,32480,24882,12324,20999,8921,99606,29920,1.41587623732831,0.112474495216503
"37003",26182,1126,2795,10424,4890,3046,2801,1100,22261,3901,1.15660797369,0.0681821304795016
